ISO,year,NoExclusion,e_spar_mm_global,ghs_index_mm_global,hexp_gdp_mm_global,efforts_A_mm_global,efforts_B_mm_global,uhc_index_mm_global,health_policy_mm_global,national_plan_mm_global,national_strategy_mm_global,recognition_mm_global,participation_event_it_mm_global,decision_event_it_mm_global,leadership_event_it_mm_global,admin_event_it_mm_global,role_type_it_mm_global,disaster_risk_oriented_mm_global,NoExclusion_mm_global,e_spar_mm_year,ghs_index_mm_year,hexp_gdp_mm_year,efforts_A_mm_year,efforts_B_mm_year,uhc_index_mm_year,health_policy_mm_year,national_plan_mm_year,national_strategy_mm_year,recognition_mm_year,participation_event_it_mm_year,decision_event_it_mm_year,leadership_event_it_mm_year,admin_event_it_mm_year,role_type_it_mm_year,disaster_risk_oriented_mm_year,pillar_A_eq,pillar_B_eq,pillar_C_eq,pillar_D_eq,pillar_A_pca,pillar_B_pca,pillar_C_pca,pillar_D_pca,pillar_A_ent,pillar_B_ent,pillar_C_ent,pillar_D_ent,pillar_D_eq_adj,pillar_A_eq_pred,pillar_A_eq_resid,pillar_B_eq_pred,pillar_B_eq_resid,pillar_D_eq_pred,pillar_D_eq_resid,GHEI,GHEI_raw,GHEI_adj,e_spar_flag,ghs_index_flag,disaster_risk_flag,hexp_gdp_flag,uhc_index_flag,health_policy_flag,national_plan_flag,national_strategy_flag,recognition_flag,participation_event_it_flag,decision_event_it_flag,leadership_event_it_flag,admin_event_it_flag,role_type_it_flag,efforts_A_flag,efforts_B_flag
AFG,2012,1.0,0.13793103448275862,0.19767441860465113,0.21428571428571427,0.0,,0.3,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.6836925274979292,1.0,0.0,0.07648183556405352,0.18461538461538463,0.0,,0.3,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.5940002105077767,0.16780272654370487,0.2994945604459109,,0.3,0.16983213997893248,0.22177299487295055,0.0,0.5870184682448168,0.1661376244065623,0.306718927409029,0.0,0.3641950659257678,0.3,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2014,1.0,0.3793103448275862,0.19767441860465113,0.22857142857142856,0.0,,0.3,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6017321044645306,1.0,0.34146341463414637,0.07648183556405352,0.13559322033898305,0.0,,0.3,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.46869079188671703,0.2884923817161187,0.2825758832589898,,0.2,0.2823224200640508,0.21720582888047896,0.0,0.2463000918174436,0.293554739300361,0.288673590556228,0.0,0.2571411577378928,0.2,0.48510375086329766,-0.19661136914717897,,,0.2588193364475433,-0.05881933644754328,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2015,1.0,0.3333333333333333,0.19767441860465113,0.22857142857142856,0.0,,0.3,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.5727761294309529,1.0,0.18571428571428572,0.18823529411764706,0.15873015873015872,0.0,,0.3,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.43485960339179763,0.2655038759689922,0.27533688950059537,,0.3,0.2608957000478378,0.21465160125782473,0.0,0.5870184682448168,0.26928481265392323,0.2809669622404401,0.0,0.3641950659257678,0.3,0.47874422149994145,-0.21324034553094923,,,0.2624029449961527,0.0375970550038473,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2018,1.0,0.25287356321839083,0.19767441860465113,0.2857142857142857,0.0,,0.3,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.366679677860194,1.0,0.12162162162162163,0.07648183556405352,0.17543859649122806,0.0,,0.3,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.17074266308584865,0.22527399091152098,0.23809849089361995,,0.4,0.22339894001946503,0.20712217352542206,0.0,0.6276085012649691,0.22681244102265696,0.24118809193960616,0.0,0.49148157841267115,0.4,0.47602316991540916,-0.25074917900388816,,,0.2617203528916556,0.1382796471083444,,,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2019,1.0,0.3448275862068966,0.19767441860465113,0.2857142857142857,0.0,,0.725,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.33539148280339953,1.0,0.17647058823529413,0.17152658662092624,0.23333333333333334,0.0,,0.725,,,,0.0,0.0,0.5,1.0,0.0,1.0,0.1264581748805061,0.2712510024057738,0.3365264421294213,,0.4,0.266252380051891,0.37652212776803073,0.0,0.6276085012649691,0.27535229431553265,0.3295170889405839,0.0,0.49148157841267115,0.4,0.4620256991457383,-0.1907746967399645,,,0.26052581670878583,0.1394741832912142,,,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2020,1.0,0.39080459770114945,0.20514950166112958,0.2857142857142857,0.0,,0.725,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.3001153929284174,1.0,0.2318840579710145,0.08533077660594443,0.1935483870967742,0.0,,0.7105263157894737,,,,0.0,0.0,0.5,0.5,0.0,1.0,0.19887485083502376,0.2979770496811395,0.32770741966067574,,0.4,0.2916705614940395,0.3734103982174483,0.0,0.6276085012649691,0.3031514251645136,0.3201283630287276,0.0,0.49148157841267115,0.4,0.4990235943797089,-0.20104654469856936,,,0.2618910009177799,0.13810899908222013,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AFG,2021,1.0,0.3218390804597701,0.21262458471760798,0.2857142857142857,0.0,,0.725,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.0,1.0,0.2625,0.21368948247078462,0.20634920634920634,0.0,,0.725,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.26723183258868904,0.2526785714285714,,0.2,0.26352194289565545,0.3469370010787726,0.0,0.2463000918174436,0.2702757393973998,0.24025269721316095,0.0,0.2571411577378928,0.2,0.49570862881080247,-0.22847679622211342,,,0.2626845709329541,-0.0626845709329541,,,,observed,observed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AGO,2013,1.0,0.3218390804597701,0.1528239202657807,0.21428571428571427,0.75,,,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.9430964132454182,1.0,0.2976190476190476,0.0,0.0,0.75,,,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.9766871696417422,0.2373315003627754,0.6357940425103775,,0.3,0.23159025148817172,0.3633732259651189,0.0,0.5870184682448168,0.24204210577705562,0.4895069157275322,0.0,0.3641950659257678,0.3,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AGO,2014,1.0,0.05747126436781609,0.1528239202657807,0.21428571428571427,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9580999552000381,1.0,0.0,0.02485659655831741,0.11864406779661017,0.75,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9675823625640465,0.1051475923167984,0.6407952231619175,,0.2,0.10838661139494692,0.36469669931573834,0.0,0.2463000918174436,0.10249002756003792,0.4935001061184793,0.0,0.2571411577378928,0.2,0.6115147230357431,-0.5063671307189447,,,0.2608838374014685,-0.060883837401468466,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AGO,2019,1.0,0.5747126436781609,0.1528239202657807,0.32857142857142857,0.75,,,1.0,,,0.0,0.0,0.5,0.5,0.0,1.0,0.9560375696831792,1.0,0.47058823529411764,0.12521440823327615,0.2833333333333333,0.75,,,1.0,,,0.0,0.0,0.5,1.0,0.0,1.0,0.9803330988818891,0.3637682819719708,0.6782029994182026,0.5,0.4,0.3494372115773433,0.38581575517305544,0.6400800281806298,0.6276085012649691,0.3755267023324639,0.5230985399032625,0.27207333325018224,0.49148157841267115,0.4,0.6133946073111818,-0.24962632533921097,,,0.25695893280061055,0.14304106719938947,0.47130672067383306,0.47130672067383306,0.6964533995338037,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AGO,2022,1.0,0.5747126436781609,0.1528239202657807,0.32857142857142857,0.75,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9333242551334481,1.0,0.4393939393939394,0.15358931552587643,0.24193548387096775,0.75,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9486062362734067,0.3637682819719708,0.6706318945682922,0.5,0.2,0.3494372115773433,0.38381219717310266,0.6400800281806298,0.2463000918174436,0.3755267023324639,0.517053394718154,0.27207333325018224,0.2571411577378928,0.2,0.6274557451230439,-0.2636874631510731,0.5997527471180873,0.07087914745020485,0.26463809397620214,-0.06463809397620213,0.3952093932802719,0.3952093932802719,0.6062839201153909,imputed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ALB,2011,1.0,,,0.5285714285714286,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7697960554434565,1.0,,,0.5737704918032787,0.0,,,,,,0.0,0.0,1.0,0.0,0.0,0.5,0.6848005374398033,,0.43278916133829504,,0.2,0.0,0.16642130433971458,0.0,0.2463000918174436,0.0,0.3443125374889201,0.0,0.2571411577378928,0.2,,,,,,,,,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ALB,2013,1.0,,,0.5571428571428572,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7647788012546799,1.0,,,0.4897959183673469,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.71507298077531,,0.440640552799179,,0.2,0.0,0.1713039737937887,0.0,0.2463000918174436,0.0,0.3505140303992748,0.0,0.2571411577378928,0.2,,,,,,,,,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AND,2013,1.0,0.08045977011494253,0.31063122923588044,0.6714285714285714,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7388210934435586,1.0,0.047619047619047616,0.18627450980392163,0.6530612244897959,0.0,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6769897841800625,0.1955454996754115,0.47008322162404337,,0.2,0.2033641570616911,0.1903152058881189,0.0,0.2463000918174436,0.18913041293694283,0.3737527278189626,0.0,0.2571411577378928,0.2,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AND,2021,1.0,0.08045977011494253,0.31063122923588044,0.7428571428571429,0.0,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6617251255355815,1.0,0.0,0.31218697829716197,0.7142857142857143,0.0,,,1.0,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6881883605388259,0.1955454996754115,0.4681940894642415,0.5,0.2,0.2033641570616911,0.19682762721311634,0.6400800281806298,0.2463000918174436,0.18913041293694283,0.3720757336389461,0.27207333325018224,0.2571411577378928,0.2,0.5492259980007164,-0.3536804983253049,,,0.25964309585604345,-0.05964309585604344,0.30932743338053775,0.30932743338053775,0.39062219964062644,imputed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARE,2013,1.0,0.8620689655172413,0.4003322259136213,0.8142857142857143,0.0,,0.275,,,,0.5,0.0,0.0,0.0,1.0,0.0,0.9044498533013463,1.0,0.8571428571428571,0.29215686274509806,0.8571428571428571,0.0,,0.275,,,,0.5,0.0,0.0,0.0,1.0,0.0,0.9199878435383203,0.6312005957154313,0.4984338918967651,,0.2,0.6155159344485378,0.34294925274318666,0.02767499479625413,0.15117040407034077,0.6440696163569027,0.5180613096673998,0.15033100176008402,0.13396155686684127,0.2,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARE,2019,1.0,0.9540229885057471,0.4003322259136213,0.8857142857142857,0.0,,0.275,,,0.0,0.5,0.5,0.5,0.5,0.0,1.0,0.8592083210291244,1.0,0.9558823529411765,0.3807890222984563,0.9333333333333333,0.0,,0.275,,,0.0,0.5,1.0,0.5,1.0,0.0,1.0,0.8471169728425617,0.6771776072096842,0.5049806516858525,0.25,0.5,0.6583693744809639,0.3522715770091334,0.02767499479625413,0.6301248567621209,0.6926094696497784,0.5248623686480618,0.15033100176008402,0.5628738668420351,0.5,0.5598826774844754,0.11729492972520883,,,0.27257889656061884,0.22742110343938116,0.45469673424148627,0.45469673424148627,0.5820641585577172,observed,observed,observed,observed,observed,missing,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing
ARG,2013,1.0,0.7126436781609196,0.6661129568106312,0.8285714285714286,0.75,,0.0,1.0,,,0.3333333333333333,0.5,0.5,0.0,1.0,0.5,0.5890691206805696,1.0,0.7023809523809523,0.6058823529411765,0.8775510204081632,0.75,,0.0,0.0,,,0.3333333333333333,1.0,0.5,0.0,1.0,0.5,0.4572849527382178,0.6893783174857754,0.5419101373129995,0.6666666666666666,0.5,0.6877977228735511,0.44663699050416744,0.6585300247114659,0.39998685138493617,0.6906751708463981,0.5573245444739681,0.37229400109023825,0.4624950030340981,0.5,,,,,,,0.5940403018212321,0.5940403018212321,0.7871875547129502,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARG,2016,1.0,0.7241379310344828,0.6661129568106312,0.8428571428571429,0.75,,0.0,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.5853214750142641,1.0,0.6666666666666666,0.6552315608919382,0.8787878787878788,0.75,,0.0,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.47779327429653423,0.6951254439225569,0.5445446544678517,0.6666666666666666,0.2,0.6931544028776043,0.4489690305016123,0.6585300247114659,0.2463000918174436,0.6967426525080076,0.5600955263261904,0.37229400109023825,0.2571411577378928,0.2,0.5762248806176353,0.1189005633049216,0.6087404907170965,-0.06419583624924474,0.27430635348952453,-0.07430635348952452,0.4739787325502967,0.4739787325502967,0.6208090433596891,observed,imputed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARG,2018,1.0,0.5862068965517241,0.6661129568106312,0.8142857142857143,0.75,,0.75,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.5634273081059502,1.0,0.5135135135135135,0.615678776290631,0.8245614035087719,0.75,,0.75,0.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.4486076565729285,0.6261599266811777,0.7194282555979161,0.6666666666666666,0.2,0.6288742428289653,0.7455240885858647,0.6585300247114659,0.2463000918174436,0.6239328725686939,0.7173015839668634,0.37229400109023825,0.2571411577378928,0.2,0.5772151642562109,0.048944762424966815,0.6087404907170965,0.11068776488081966,0.2744770015156488,-0.07447700151564879,0.49505434243160845,0.49505434243160845,0.6532980064875087,observed,imputed,observed,observed,observed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARG,2019,1.0,0.5517241379310345,0.6661129568106312,0.8142857142857143,0.75,,0.75,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.5702564517797145,1.0,0.4411764705882353,0.6552315608919382,0.85,0.75,,0.75,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.44958162925279493,0.6089185473708328,0.7211355415163572,0.6666666666666666,0.2,0.6128042028168055,0.7461264923174045,0.6585300247114659,0.2463000918174436,0.6057304275838655,0.7191191595086224,0.37229400109023825,0.2571411577378928,0.2,0.6429518281968107,-0.034033280825977896,0.6087404907170965,0.11239505079926071,0.2724292252021577,-0.07242922520215767,0.49190213773396363,0.49190213773396363,0.6531249637220403,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARG,2020,1.0,0.5862068965517241,0.6661129568106312,0.8142857142857143,0.75,,0.75,1.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.5554489567495773,1.0,0.4782608695652174,0.6174496644295301,0.7903225806451613,0.75,,0.7368421052631579,0.0,,,0.3333333333333333,0.0,0.5,0.0,0.0,0.5,0.5071228379605831,0.6261599266811777,0.7174336677588229,0.6666666666666666,0.2,0.6288742428289653,0.7448203124086143,0.6585300247114659,0.2463000918174436,0.6239328725686939,0.7151781469765693,0.37229400109023825,0.2571411577378928,0.2,0.6435935766509016,-0.017433649969723852,0.6087404907170965,0.10869317704172643,0.27191728112378494,-0.07191728112378493,0.4947108552141695,0.4947108552141695,0.6634521609107239,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARM,2010,1.0,,,0.6142857142857143,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6164743007496448,1.0,,,0.6935483870967742,0.0,,1.0,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.49327415709176453,,0.5576900037588398,,0.2,0.0,0.5739545542019711,0.0,0.2463000918174436,0.0,0.5535431738809582,0.0,0.2571411577378928,0.2,,,,,,,,,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARM,2016,1.0,,,0.7,0.0,,1.0,,,,0.0,0.0,0.0,0.5,0.0,1.0,0.5804813311139125,1.0,,,0.7272727272727273,0.0,,1.0,,,,0.0,0.0,0.0,1.0,0.0,1.0,0.4711549927820053,,0.5701203327784781,,0.3,0.0,0.5867553234542561,0.0,0.5870184682448168,0.0,0.5665741535611117,0.0,0.3641950659257678,0.3,,,,,,,,,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ARM,2022,1.0,,,0.7,0.0,,1.0,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5799699917105756,1.0,,,0.6612903225806451,0.0,,1.0,1.0,,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.45679942421277603,,0.5699924979276438,0.6666666666666666,0.2,0.0,0.5867102178334976,0.6683663275443105,0.2463000918174436,0.0,0.5664380606573098,0.45062995492380653,0.2571411577378928,0.2,,,,,,,,,,imputed,imputed,observed,observed,observed,carried_forward,missing,carried_forward,observed,observed,observed,observed,observed,observed,observed,missing
ATG,2016,1.0,0.7816091954022989,,0.8714285714285714,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8230936445786294,1.0,0.7361111111111112,,0.9090909090909091,0.0,,,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.8038989914785989,0.7816091954022989,0.5648407386690669,0.75,0.2,0.3642542402756212,0.23502566460267044,0.6677550229768839,0.2463000918174436,0.4125887529894437,0.44893969478760054,0.42240433501026625,0.2571411577378928,0.2,,,,,,,0.5072846636955979,0.5072846636955979,0.8056759015679866,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
ATG,2017,1.0,0.6666666666666666,,0.8571428571428571,0.0,,,1.0,,,0.5,0.0,0.5,0.5,0.0,1.0,0.8354985476303362,1.0,0.5972222222222222,,0.9152542372881356,0.0,,,1.0,,,0.5,0.0,1.0,1.0,0.0,1.0,0.8295089878067515,0.6666666666666666,0.5642138015910644,0.75,0.4,0.31068744023508865,0.23345728757718825,0.6677550229768839,0.6276085012649691,0.351913936373349,0.4484728406612113,0.42240433501026625,0.49148157841267115,0.4,0.5848442207133291,0.08182244595333754,0.613234362516601,-0.04902056092553664,0.27704494249348877,0.12295505750651126,0.5795867190856803,0.5795867190856803,0.9126250787713586,observed,imputed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2012,1.0,0.9885057471264368,0.9152823920265779,0.9571428571428572,0.0,,0.2,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.644912255815971,1.0,0.9866666666666667,0.9024856596558316,0.9846153846153847,0.0,,0.2,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5382267024274644,0.9518940695765074,0.450513778239707,,0.2,0.949406757168678,0.31630031758319277,0.02767499479625413,0.2463000918174436,0.9539348708097926,0.4696125874901616,0.15033100176008402,0.2571411577378928,0.2,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2016,1.0,1.0,0.9152823920265779,0.9571428571428572,0.0,,0.2,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.5735606687375074,1.0,1.0,0.9125214408233274,1.0,0.0,,0.2,,,,0.5,0.0,0.5,1.0,0.0,1.0,0.4616632697945445,0.9576411960132889,0.4326758814700911,,0.4,0.9547634371727312,0.3100063421800267,0.02767499479625413,0.6276085012649691,0.960002352471402,0.4506223735285304,0.15033100176008402,0.49148157841267115,0.4,0.5418700771771053,0.41577111883618356,,,0.28210116980574523,0.11789883019425479,,,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2018,1.0,0.8850574712643678,0.9152823920265779,0.9571428571428572,0.0,,0.625,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.575474323805125,1.0,0.8648648648648649,0.9024856596558316,1.0,0.0,,0.625,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.4656215536887853,0.9001699316454729,0.5394042952369955,,0.2,0.9011966371321987,0.48233505577584856,0.02767499479625413,0.2463000918174436,0.8993275358553073,0.5477880378497633,0.15033100176008402,0.2571411577378928,0.2,0.53516502411453,0.36500490753094283,,,0.2822718178318695,-0.08227181783186949,,,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2020,1.0,0.9080459770114943,0.9152823920265779,0.9571428571428572,0.0,,0.7,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.5448959261067348,1.0,0.8840579710144928,0.9050814956855222,0.9516129032258065,0.0,,0.6842105263157894,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.4943828346290627,0.9116641845190361,0.5505096958123981,,0.4,0.9119099971403052,0.5100188734267352,0.02767499479625413,0.6276085012649691,0.9114624991785263,0.5567066041054862,0.15033100176008402,0.49148157841267115,0.4,0.5752829644095172,0.3363812201095189,,,0.2805653375706269,0.11943466242937312,,,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2021,1.0,0.8620689655172413,0.9152823920265779,0.9571428571428572,0.0,,0.7,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5567073640257861,1.0,0.85,0.9198664440734555,0.9523809523809523,0.0,,0.7,,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5789708042878243,0.8886756787719097,0.5534625552921608,,0.2,0.8904832771240921,0.5110607689581799,0.02767499479625413,0.2463000918174436,0.8871925725320884,0.5598502164967656,0.15033100176008402,0.2571411577378928,0.2,0.5794573522928501,0.30921832647905956,,,0.28090663362287543,-0.08090663362287542,,,,observed,observed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUS,2023,1.0,0.8620689655172413,0.9152823920265779,0.9571428571428572,0.0,0.0,0.7,1.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5567073640257861,1.0,0.8153846153846154,0.9066147859922177,1.0,0.0,0.0,0.7,1.0,,,0.5,0.0,1.0,0.0,0.0,0.5,0.433653680624656,0.8886756787719097,0.5534625552921608,0.75,0.2,0.8904832771240921,0.5110607689581799,0.6677550229768839,0.2463000918174436,0.8871925725320884,0.5598502164967656,0.42240433501026625,0.2571411577378928,0.2,0.5805672970219766,0.30810838174993305,,,0.2802240415183784,-0.08022404151837836,0.5211715490323315,0.5211715490323315,0.6581413573579629,imputed,imputed,imputed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,observed
AUT,2014,1.0,0.896551724137931,0.6877076411960132,0.8714285714285714,0.0,,,,,,0.5,0.0,0.5,0.5,0.0,1.0,0.5595785498444662,1.0,0.8902439024390244,0.6405353728489483,0.8983050847457628,0.0,,,,,,0.6,0.0,0.5,1.0,0.0,1.0,0.4096785857333487,0.7921296826669721,0.4770023737576792,,0.4,0.7850354915022166,0.21178080639375754,0.02767499479625413,0.6276085012649691,0.7979503562394961,0.3788051927250428,0.15033100176008402,0.49148157841267115,0.4,,,,,,,,,,observed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AUT,2019,1.0,0.6206896551724138,0.6877076411960132,0.8571428571428571,0.0,,,0.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.5535789011517143,1.0,0.5294117647058824,0.6775300171526586,0.9,0.0,,,0.0,,,0.5,0.0,0.5,0.0,0.0,0.5,0.4266369227992258,0.6541986481842135,0.4702405860981904,0.25,0.2,0.6564751714049386,0.20858895046992182,0.02767499479625413,0.2463000918174436,0.6523307963608689,0.3734399699735684,0.15033100176008402,0.2571411577378928,0.2,0.5518268249257315,0.10237182325848193,,,0.27735732476058,-0.07735732476057999,0.3521680391197628,0.3521680391197628,0.4398714344492633,observed,observed,observed,observed,imputed,carried_forward,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
AZE,2012,1.0,,,0.5714285714285714,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9217992777858341,1.0,,,0.5692307692307692,0.5,,,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.9364436278739751,,0.6644092830714685,,0.2,0.0,0.34797926483757124,0.0,0.2463000918174436,0.0,0.5173905515644242,0.0,0.2571411577378928,0.2,,,,,,,,,,imputed,imputed,observed,observed,imputed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
BDI,2015,1.0,0.4942528735632184,0.10132890365448508,0.38571428571428573,0.75,,0.625,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.7644089592088283,1.0,0.38571428571428573,0.09075630252100844,0.3333333333333333,0.75,,0.625,,,,0.0,0.0,0.5,0.0,0.0,0.5,0.6950504552921499,0.2977908886088517,0.6312808112307785,,0.2,0.2844437172814151,0.6327388825379129,0.0,0.2463000918174436,0.3087420350836791,0.6293119675838281,0.0,0.2571411577378928,0.2,,,,,,,,,,observed,imputed,observed,observed,observed,missing,missing,missing,observed,observed,observed,observed,observed,observed,observed,missing
BDI,2016,1.0,0.5632183908045977,0.10132890365448508,0.35714285714285715,0.75,,0.625,,1.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.7256689215997651,1.0,0.4722222222222222,0.07204116638078907,0.36363636363636365,0.75,,0.625,,0.0,,0.0,0.0,0.5,0.0,0.0,0.5,0.6702804977057769,0.3322736472295414,0.6144529446856556,0.5,0.2,0.3165837973057346,0.6239963505417219,0.27628368286318133,0.2463000918174436,0.34514692505333583,0.611464478170148,0.24870804162754795,0.2571411577378928,0.2,0.6098182531209192,-0.2775446058913778,,,0.26267904329755637,-0.06267904329755636,0.3780037707261678,0.3780037707261678,0.6687121062795411,observed,imputed,observed,observed,observed,missing,carried_forward,missing,observed,observed,observed,observed,observed,observed,observed,missing
